1, 9, 15, 16, 18, 0, 0, 0
2, 9, 15, 16, 18, 0, 0, 0
3, 9, 15, 15, 18, 0, 0, 0
4, 9, 15, 15, 18, 0, 0, 0
5, 9, 14, 15, 17, 0, 0, 0
6, 9, 14, 15, 17, 0, 0, 0
7, 9, 13, 15, 16, 0, 0, 0
8, 9, 13, 15, 16, 0, 0, 0
9, 8, 13, 14, 16, 0, 0, 0
10, 8, 13, 14, 16, 0, 0, 0
11, 8, 13, 14, 16, 0, 0, 0
12, 8, 13, 14, 16, 0, 0, 0
13, 8, 12, 13, 15, 0, 0, 0
14, 8, 12, 13, 15, 0, 0, 0
15, 8, 12, 13, 15, 0, 0, 0
16, 8, 12, 13, 8, 0, 0, 0
17, 0, 13, 11, 0, 0, 0, 0
18, 0, 10, 11, 10, 11, 0, 0
19, 17, 10, 10, 10, 12, 11, 0
20, 18, 9, 10, 9, 10, 11, 0
21, 10, 8, 8, 8, 10, 7, 0
22, 9, 8, 8, 7, 7, 7, 0
23, 9, 7, 7, 7, 8, 8, 0
24, 8, 7, 7, 7, 8, 7, 0
25, 8, 7, 7, 7, 7, 7, 0
26, 7, 7, 7, 7, 7, 7, 0
27, 7, 6, 7, 7, 7, 8, 11
28, 10, 10, 10, 6, 6, 7, 7
29, 0, 0, 0, 0, 0, 0, 0
